CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,EDAD_COCHE,COSTE_VENTA,km_anno,Mas_1_coche,Revisiones,Edad_Cliente,Tiempo,Comunidad
CLI212,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,1,3.0,1,231,1376,14387,0,1,51,0,15
CLI213,0,0,0,0.0,1,2,0,1,1,1,0,0,2.0,1,3.0,1,231,2015,22013,0,1,50,0,15
CLI214,0,0,0,0.0,1,2,3,1,0,0,0,1,3.0,0,0.0,0,166,2611,0,0,0,23,0,3
CLI215,0,0,0,0.0,1,2,3,0,1,1,0,0,3.0,0,2.0,0,202,2015,0,0,1,24,0,19
CLI216,0,0,0,0.0,1,1,0,1,1,0,0,0,3.0,0,0.0,0,219,1376,0,0,1,27,0,7
CLI217,0,0,0,0.0,1,0,0,1,1,1,0,0,1.0,0,1.0,0,194,3213,0,0,2,23,0,19
CLI218,0,0,0,0.0,1,2,0,1,1,1,0,0,1.0,0,0.0,0,21,2456,0,0,2,23,0,3
CLI219,0,0,0,0.0,1,0,0,1,1,1,0,0,3.0,0,0.0,0,168,1590,0,0,1,25,0,13
CLI220,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,0,0.0,0,176,1590,0,0,1,28,0,13
CLI221,0,0,0,0.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,203,1376,0,1,1,18,3,7
CLI222,0,0,0,0.0,1,2,0,1,1,1,0,0,2.0,0,2.0,0,233,2015,0,0,2,22,0,15
CLI223,0,0,0,0.0,1,0,3,1,1,0,0,0,1.0,1,0.0,0,233,1376,9397,0,1,38,0,9
CLI224,0,0,0,0.0,1,2,0,1,1,1,0,0,3.0,0,0.0,0,233,2015,0,1,2,31,4,18
CLI225,0,0,0,0.0,1,3,0,0,2,0,0,0,2.0,0,3.0,1,217,1818,0,0,1,25,0,3
CLI226,0,0,0,0.0,1,2,3,0,1,0,0,1,1.0,0,3.0,1,188,2169,0,0,1,25,0,7
CLI227,0,0,0,0.0,1,0,0,1,2,0,0,0,1.0,0,0.0,0,199,2031,0,0,0,18,0,3
CLI228,0,0,0,0.0,1,3,0,0,1,0,0,0,2.0,0,2.0,0,185,1590,0,0,2,22,0,18
CLI229,0,0,0,0.0,1,3,0,0,1,0,0,0,3.0,1,3.0,1,235,1376,10867,0,2,55,0,7
CLI230,0,0,0,0.0,1,0,0,1,1,1,0,0,1.0,1,0.0,0,229,2892,14018,0,2,21,0,9
CLI231,0,0,0,0.0,1,2,3,1,1,1,0,0,3.0,0,3.0,1,221,2456,0,0,2,21,0,3
CLI232,0,0,0,0.0,1,2,3,1,0,1,0,1,3.0,0,0.0,0,146,1590,0,0,1,27,0,7
CLI233,0,0,0,0.0,1,0,0,0,1,0,0,0,2.0,0,0.0,0,224,1376,0,0,1,25,0,9
CLI234,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,0,2.0,0,199,1590,0,0,2,29,0,16
CLI235,0,0,0,0.0,1,2,3,0,1,1,0,0,3.0,0,1.0,0,206,2015,0,0,1,22,0,9
CLI236,0,0,0,0.0,1,2,3,1,1,0,0,0,2.0,1,0.0,0,227,2064,31641,1,1,62,4,15
CLI237,0,0,0,0.0,1,2,3,0,1,1,0,1,2.0,0,0.0,1,228,1376,0,0,2,30,0,0
CLI238,0,0,0,0.0,1,0,0,1,1,1,0,0,3.0,0,1.0,0,233,2892,0,1,1,31,4,9
CLI239,0,0,0,0.0,1,2,3,0,1,1,0,0,3.0,1,3.0,1,232,2015,7996,0,2,55,0,19
CLI240,0,0,0,0.0,1,2,0,1,1,1,0,0,1.0,1,1.0,0,234,2015,14705,0,1,59,0,16
CLI241,0,0,0,0.0,1,0,0,1,1,0,0,0,2.0,0,3.0,1,225,1376,0,0,2,28,0,7
CLI242,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,1,2.0,0,227,1376,13817,1,1,53,6,15
CLI243,0,0,0,0.0,1,2,0,0,1,1,0,1,1.0,1,0.0,0,179,3254,32131,1,2,37,5,7
CLI244,0,0,0,0.0,1,2,0,0,1,1,0,0,1.0,0,0.0,0,2,2228,0,0,2,28,0,12
CLI245,0,0,0,0.0,1,2,0,0,1,1,0,0,2.0,0,3.0,1,221,2015,0,0,2,20,0,6
CLI246,0,0,0,0.0,1,0,0,1,1,1,0,0,3.0,1,0.0,1,23,2892,6951,1,1,54,6,7
CLI247,0,0,0,0.0,1,2,0,0,1,1,0,0,3.0,0,3.0,1,229,2015,0,0,2,23,0,9
CLI248,0,0,0,0.0,1,3,0,1,1,0,0,0,1.0,1,0.0,0,226,1376,15107,0,1,40,0,7
CLI249,0,0,0,0.0,1,0,0,1,0,0,0,0,3.0,0,3.0,1,2,1590,0,0,2,19,0,9
CLI250,0,0,0,0.0,1,0,1,0,1,0,0,0,3.0,0,1.0,0,215,1376,0,0,2,29,0,7
CLI251,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,187,1590,0,0,1,30,0,7
CLI252,0,0,0,0.0,1,2,2,1,1,1,0,0,1.0,0,0.0,0,192,2228,0,0,0,21,0,7
CLI253,0,0,0,0.0,1,2,0,0,1,1,0,0,3.0,0,0.0,0,216,2015,0,1,1,21,4,9
CLI254,0,0,0,0.0,1,0,0,0,1,1,0,0,3.0,1,0.0,0,233,2892,3325,1,1,47,5,18
CLI255,0,0,0,0.0,1,2,0,1,1,1,0,0,1.0,1,0.0,0,233,2015,10152,0,1,31,0,7
CLI256,0,0,0,0.0,1,0,3,0,1,0,0,0,1.0,0,1.0,0,201,1590,0,0,1,18,0,19
CLI257,0,0,0,0.0,1,0,3,0,1,1,0,0,3.0,1,3.0,1,219,2892,12313,1,1,27,7,15
CLI258,0,0,0,0.0,1,3,0,1,1,0,0,0,2.0,0,0.0,0,202,1818,0,0,1,28,0,3
CLI259,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,3.0,1,209,1376,0,0,2,26,0,7
CLI260,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,1,0.0,0,231,1376,8572,1,2,41,5,7
CLI261,0,0,0,0.0,1,2,0,0,1,1,0,0,2.0,0,0.0,0,225,2015,0,0,2,30,0,15
CLI262,0,0,0,0.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,232,1376,28763,0,2,57,0,9
CLI263,0,0,0,0.0,1,2,0,0,2,1,0,0,1.0,1,3.0,1,229,2015,3894,0,2,39,0,9
CLI264,0,0,0,0.0,1,1,0,1,1,0,0,0,3.0,0,3.0,1,2,2046,0,1,2,27,4,7
CLI265,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,0.0,0,188,4082,0,1,1,21,6,12
CLI266,0,0,0,0.0,1,2,3,1,1,1,0,1,2.0,0,0.0,0,185,3213,0,1,1,20,5,5
CLI267,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,3.0,1,162,1590,0,0,0,20,0,15
CLI268,0,0,0,0.0,1,3,0,1,2,1,0,0,1.0,1,3.0,1,23,2892,5487,1,2,59,6,18
CLI269,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,1,1.0,0,231,1376,9466,1,2,39,5,15
CLI270,0,0,0,0.0,1,2,0,0,1,1,0,0,1.0,0,2.0,0,193,2228,0,0,1,24,0,6
CLI271,0,0,0,0.0,1,3,0,1,1,1,0,0,3.0,1,2.0,0,226,1376,21182,0,2,58,0,7
CLI272,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,1,2.0,0,226,1376,20164,0,1,62,0,7
CLI273,0,0,0,0.0,1,2,3,1,1,1,0,0,3.0,0,3.0,1,195,2670,0,0,2,19,0,3
CLI274,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,1,2.0,0,226,2064,34332,1,1,43,4,19
CLI275,0,0,0,0.0,1,3,3,1,1,0,0,0,3.0,1,1.0,0,229,1376,20641,0,1,44,0,18
CLI276,0,0,0,0.0,1,3,0,1,1,0,0,0,1.0,0,2.0,0,202,1376,0,0,2,23,0,1
CLI277,0,0,0,0.0,1,0,3,1,1,0,0,0,1.0,0,0.0,0,199,1590,0,0,2,31,0,7
CLI278,0,0,0,0.0,1,2,0,0,1,1,0,0,3.0,0,0.0,0,193,2228,0,0,0,20,0,7
CLI279,0,0,0,0.0,1,0,0,1,1,1,0,0,3.0,1,1.0,0,227,2892,6934,1,2,27,6,2
CLI280,0,0,0,0.0,1,2,0,1,1,1,0,0,3.0,0,3.0,1,222,4513,0,0,1,29,0,3
CLI281,0,0,0,0.0,1,0,3,1,1,1,0,0,1.0,0,1.0,0,191,1590,0,0,1,31,0,7
CLI282,0,0,0,0.0,1,2,3,0,1,1,0,0,2.0,0,3.0,1,21,2015,0,0,1,23,0,15
CLI283,0,0,0,0.0,1,2,3,0,1,1,0,0,3.0,0,0.0,0,204,3850,0,1,1,24,5,15
CLI284,0,0,0,0.0,1,0,0,0,1,0,0,0,2.0,0,0.0,0,232,2594,0,0,2,30,0,15
CLI285,0,0,0,0.0,1,0,3,1,1,0,0,0,1.0,0,1.0,0,221,2594,0,0,1,19,0,6
CLI286,0,0,0,0.0,1,1,3,1,1,1,0,0,2.0,1,0.0,1,212,2892,21166,1,1,51,9,12
CLI287,0,0,0,0.0,1,0,0,1,2,0,0,0,3.0,0,3.0,1,216,1376,0,0,1,24,0,7
CLI288,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,0.0,0,198,1590,0,1,2,26,3,15
CLI289,0,0,0,0.0,1,2,0,0,1,1,0,0,2.0,0,0.0,0,218,4513,0,1,2,22,6,3
CLI290,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,0.0,1,143,1590,0,0,1,30,0,0
CLI291,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,3.0,1,143,1590,0,0,1,30,0,0
CLI292,0,0,0,0.0,1,2,3,1,1,1,0,0,3.0,1,0.0,0,227,2015,6892,1,1,49,5,12
CLI293,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,1.0,0,202,1376,0,1,1,19,3,16
CLI294,0,0,0,0.0,1,2,0,0,1,1,0,0,1.0,0,3.0,1,223,1560,0,0,1,22,0,9
CLI295,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,1.0,0,173,2169,0,0,1,21,0,15
CLI296,0,0,0,0.0,1,3,0,1,0,0,0,0,3.0,0,3.0,1,227,1376,0,0,1,24,0,7
CLI297,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,1,226,1376,0,1,1,22,3,5
CLI298,0,0,0,0.0,1,3,0,0,1,0,0,0,3.0,0,0.0,0,224,1818,0,0,2,28,0,3
CLI299,0,0,0,0.0,1,2,0,1,1,1,0,0,3.0,0,0.0,0,229,2015,0,0,2,28,0,7
CLI300,0,0,0,0.0,1,2,3,0,1,1,0,0,2.0,0,0.0,0,205,2015,0,0,1,20,0,9
CLI301,0,0,0,0.0,1,2,0,0,1,0,0,1,1.0,0,0.0,0,185,2169,0,0,1,32,0,9
CLI302,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,1.0,0,17,2169,0,0,1,18,0,7
CLI303,0,0,0,0.0,1,3,0,0,1,1,0,0,3.0,1,0.0,0,193,3213,45859,1,0,40,6,17
CLI304,0,0,0,0.0,1,3,0,0,1,0,0,0,2.0,0,2.0,0,185,1590,0,0,1,27,0,15
CLI305,0,0,0,0.0,1,2,0,0,1,1,0,0,2.0,1,0.0,0,227,2015,12996,0,2,49,0,18
CLI306,0,0,0,0.0,1,2,0,0,1,0,0,0,3.0,0,0.0,0,229,1376,0,1,1,32,3,7
CLI307,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,137,3097,0,0,1,19,0,9
CLI308,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,183,0,0,1,0,25,2,19
CLI309,0,0,0,0.0,1,2,0,1,1,1,0,0,1.0,0,3.0,1,192,2228,0,0,2,31,0,9
CLI310,0,0,0,0.0,1,2,0,1,1,1,0,1,1.0,0,0.0,0,223,2892,0,1,2,32,4,18
CLI311,0,0,0,0.0,1,3,0,0,1,0,0,0,3.0,0,0.0,0,162,1590,0,0,1,27,0,1
CLI312,0,0,0,0.0,1,2,3,0,1,0,0,1,3.0,0,0.0,0,167,2611,0,0,1,31,0,3
CLI313,0,0,0,0.0,1,2,3,0,1,1,0,1,3.0,0,0.0,0,172,1590,0,0,1,20,0,7
CLI314,0,0,0,0.0,1,2,0,0,1,1,0,0,2.0,1,0.0,0,228,2015,16886,0,1,46,0,7
CLI315,0,0,0,0.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,218,1376,0,1,2,30,3,13
CLI316,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,168,1590,0,0,1,29,0,7
CLI317,0,0,0,0.0,1,2,0,1,1,1,0,0,3.0,0,0.0,0,209,2015,0,0,1,23,0,7
CLI318,0,0,0,0.0,1,0,0,1,1,0,0,1,2.0,0,0.0,0,179,2385,0,1,1,20,4,6
CLI319,0,0,0,0.0,1,0,0,0,1,0,0,0,1.0,0,0.0,0,226,2594,0,1,1,25,4,13
CLI320,0,0,0,0.0,1,2,3,1,1,1,0,1,3.0,0,0.0,0,18,4082,0,1,0,25,6,15
CLI321,0,0,0,0.0,1,3,3,1,1,0,0,0,2.0,0,0.0,0,208,1376,0,0,1,26,0,19
CLI322,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,177,3254,0,1,0,19,5,7
CLI323,0,0,0,0.0,1,2,0,1,1,1,0,1,3.0,0,3.0,1,173,2169,0,0,1,22,0,13
CLI324,0,0,0,0.0,1,2,0,1,1,1,0,1,3.0,1,0.0,0,206,2594,26134,1,1,55,9,15
CLI325,0,0,0,0.0,1,3,0,0,1,0,0,0,2.0,0,0.0,0,184,1590,0,0,0,24,0,7
CLI326,0,0,0,0.0,1,3,0,1,1,0,0,0,2.0,0,0.0,0,228,1376,0,0,2,29,0,15
CLI327,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,181,2169,0,1,0,28,4,15
CLI328,0,0,0,0.0,1,2,2,0,1,1,0,0,3.0,0,0.0,0,221,2015,0,0,1,21,0,19
CLI329,0,0,0,0.0,1,2,3,1,1,1,0,0,3.0,0,0.0,0,218,2015,0,1,1,32,4,19
CLI330,0,0,0,0.0,1,0,0,1,1,0,0,0,1.0,0,0.0,0,227,2594,0,0,1,26,0,7
CLI331,0,0,0,0.0,1,1,0,1,1,0,0,0,3.0,1,0.0,0,223,2594,10337,0,1,61,0,7
CLI332,0,0,0,0.0,1,2,3,1,1,1,0,0,1.0,0,0.0,0,2,2228,0,0,1,19,0,9
CLI333,0,0,0,0.0,1,2,0,0,1,1,0,0,1.0,0,0.0,0,201,2228,0,0,2,19,0,9
CLI334,0,0,0,0.0,1,2,3,0,1,0,0,1,3.0,0,3.0,1,185,2169,0,0,2,23,0,7
CLI335,0,0,0,0.0,1,2,0,1,1,1,0,0,1.0,0,0.0,0,194,2228,0,0,2,29,0,19
CLI336,0,0,0,0.0,1,0,0,0,1,0,0,1,3.0,0,0.0,0,156,2385,0,1,0,23,4,5
CLI337,0,0,0,0.0,1,2,3,0,1,1,0,0,1.0,0,0.0,0,226,2015,0,0,2,32,0,7
CLI338,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,174,2169,0,0,1,20,0,15
CLI339,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,1.0,0,172,2169,0,0,1,31,0,7
CLI340,0,0,0,0.0,1,3,1,1,1,1,0,0,3.0,0,0.0,1,193,3213,0,1,1,20,5,9
CLI341,0,0,0,0.0,1,2,0,0,1,0,0,1,2.0,0,0.0,0,178,2169,0,0,1,26,0,4
CLI342,0,0,0,0.0,1,2,0,1,1,1,0,0,3.0,1,0.0,0,218,2015,27267,1,1,40,9,15
CLI343,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,202,1376,0,1,1,24,3,15
CLI344,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,2,1590,0,0,2,21,0,0
CLI345,0,0,0,0.0,1,3,0,0,1,0,0,0,2.0,0,0.0,1,226,1376,0,0,1,32,0,18
CLI346,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,0,2.0,0,212,2594,0,1,0,29,4,7
CLI347,0,0,0,0.0,1,2,3,1,1,1,0,1,3.0,0,0.0,0,187,4082,0,1,1,25,6,19
CLI348,0,0,0,0.0,1,2,3,1,1,0,0,1,2.0,0,0.0,0,187,2611,0,0,1,25,0,3
CLI349,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,0.0,0,17,1590,0,0,2,23,0,15
CLI350,0,0,0,0.0,1,0,0,1,1,0,0,0,2.0,0,0.0,0,227,2594,0,0,2,24,0,1
CLI351,0,0,0,0.0,1,0,0,0,1,0,0,0,2.0,0,0.0,0,199,1590,0,0,1,31,0,7
CLI352,0,0,0,0.0,1,2,3,0,1,0,0,1,3.0,0,0.0,0,179,2169,0,0,2,26,0,13
CLI353,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,0,0.0,0,201,1590,0,0,1,23,0,15
CLI354,0,0,0,0.0,1,2,3,0,1,1,0,0,1.0,0,3.0,1,229,2015,0,0,1,21,0,9
CLI355,0,0,0,0.0,1,2,3,1,1,1,0,0,3.0,1,0.0,0,229,2015,18667,1,1,49,7,18
CLI356,0,0,0,0.0,1,1,3,0,1,1,0,0,3.0,0,0.0,0,228,2892,0,1,1,25,4,7
CLI357,0,0,0,0.0,1,0,0,1,1,1,0,0,1.0,0,1.0,0,222,2064,0,0,2,31,0,19
CLI358,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,0.0,0,205,1376,0,1,1,18,3,13
CLI359,0,0,0,0.0,1,1,0,1,1,1,0,0,3.0,1,0.0,0,226,1376,18475,0,1,37,0,7
CLI360,0,0,0,0.0,1,2,0,1,1,0,0,1,1.0,0,0.0,0,185,2611,0,0,2,27,0,3
CLI361,0,0,0,0.0,1,2,0,1,1,1,0,1,2.0,0,0.0,0,216,1376,0,1,2,22,3,15
CLI362,0,0,0,0.0,1,2,3,1,2,1,0,0,2.0,0,0.0,0,226,2456,0,0,2,18,0,3
CLI363,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,131,2169,0,0,0,30,0,6
CLI364,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,168,1590,0,0,1,29,0,7
CLI365,0,0,0,0.0,1,2,3,1,1,0,0,1,1.0,0,0.0,0,18,2169,0,0,2,25,0,12
CLI366,0,0,0,0.0,1,0,3,0,1,0,0,1,3.0,0,0.0,0,168,3765,0,1,1,23,5,12
CLI367,0,0,0,0.0,1,1,0,1,1,0,0,0,2.0,0,0.0,0,192,1590,0,0,1,26,0,7
CLI368,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,1.0,0,149,2169,0,0,1,23,0,6
CLI369,0,0,0,0.0,1,0,0,0,1,0,0,0,2.0,0,0.0,0,201,1590,0,0,1,27,0,15
CLI370,0,0,0,0.0,1,2,3,0,1,0,0,1,3.0,0,0.0,0,16,2169,0,0,1,32,0,7
CLI371,0,0,0,0.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,161,1958,0,0,1,19,0,15
CLI372,0,0,0,0.0,1,2,0,0,1,1,0,0,3.0,0,0.0,0,22,2015,0,0,1,27,0,7
CLI373,0,0,0,0.0,1,2,3,0,1,1,0,1,2.0,1,0.0,0,206,3892,30720,1,2,57,6,15
CLI374,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,171,2169,0,0,1,19,0,12
CLI375,0,0,0,0.0,1,0,0,0,1,1,0,0,1.0,0,0.0,0,208,2892,0,0,1,28,0,11
CLI376,0,0,0,0.0,1,2,3,1,1,0,0,1,3.0,0,0.0,0,147,2169,0,0,0,29,0,7
CLI377,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,2.0,0,21,1376,0,1,1,19,3,15
CLI378,0,0,0,0.0,1,2,0,1,1,1,0,1,2.0,0,0.0,0,19,1590,0,1,2,28,3,15
CLI379,0,0,0,0.0,1,0,0,1,1,1,0,0,3.0,1,0.0,0,224,1376,17618,0,1,37,0,7
CLI380,0,0,0,0.0,1,0,0,1,1,1,0,0,3.0,0,3.0,1,189,3213,0,1,1,32,5,7
CLI381,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,0.0,0,143,2169,0,0,1,22,0,19
CLI382,0,0,0,0.0,1,2,0,1,1,1,0,0,3.0,0,3.0,1,226,2015,0,1,1,32,4,7
CLI383,0,0,0,0.0,1,2,0,0,1,1,0,1,3.0,0,0.0,0,185,4082,0,1,0,31,6,7
CLI384,0,0,0,0.0,1,2,0,1,1,0,0,1,1.0,0,0.0,0,19,2169,0,0,1,21,0,12
CLI385,0,0,0,0.0,1,0,0,1,1,0,0,0,1.0,0,0.0,0,185,1590,0,0,1,20,0,2
CLI386,0,0,0,0.0,1,2,3,1,1,1,0,1,2.0,0,0.0,0,178,2169,0,1,1,28,4,15
CLI387,0,0,0,0.0,1,3,0,1,1,0,0,0,3.0,1,0.0,0,207,2064,34565,1,2,52,4,7
CLI388,0,0,0,0.0,1,2,3,0,1,1,0,0,2.0,0,0.0,0,185,2228,0,0,1,18,0,15
CLI389,0,0,0,0.0,1,3,0,1,1,0,0,0,1.0,0,0.0,0,222,1376,0,0,1,32,0,6
CLI390,0,0,0,0.0,1,3,0,0,1,0,0,0,2.0,0,0.0,0,227,1376,0,0,1,32,0,2
CLI391,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,214,1376,0,1,2,21,3,15
CLI392,0,0,0,0.0,1,0,0,0,1,0,0,0,1.0,0,0.0,0,193,3213,0,0,1,32,0,11
CLI393,0,0,0,0.0,1,2,3,0,1,1,0,0,3.0,0,0.0,0,224,3233,0,1,2,31,5,15
CLI394,0,0,0,0.0,1,2,3,1,1,0,0,1,3.0,0,0.0,0,155,2169,0,0,0,26,0,19
CLI395,0,0,0,0.0,1,3,0,1,1,0,0,0,1.0,0,0.0,0,218,1376,0,0,2,18,0,7
CLI396,0,0,0,0.0,1,0,0,0,1,0,0,0,1.0,0,0.0,0,192,1590,0,0,1,23,0,19
CLI397,0,0,0,0.0,1,2,0,1,1,1,0,0,2.0,0,0.0,0,199,4170,0,1,1,32,6,7
CLI398,0,0,0,0.0,1,0,0,0,1,1,0,0,3.0,1,0.0,0,198,3213,36330,1,0,59,6,15
CLI399,0,0,0,0.0,1,0,3,0,2,0,0,0,3.0,0,0.0,0,172,1590,0,0,1,26,0,19
CLI400,0,0,0,0.0,1,2,0,1,1,1,0,0,2.0,0,0.0,0,218,2015,0,0,1,30,0,1
CLI401,0,0,0,0.0,1,2,2,1,2,1,0,0,1.0,1,0.0,0,223,3850,12563,1,1,61,8,19
CLI402,0,0,0,0.0,1,3,0,1,1,1,0,0,1.0,1,0.0,0,223,2892,14386,1,1,38,7,7
CLI403,0,0,0,0.0,1,2,0,0,1,1,0,0,2.0,0,0.0,0,2,2670,0,0,0,22,0,3
CLI404,0,0,0,0.0,1,0,3,1,1,1,0,0,3.0,0,0.0,0,185,3213,0,1,1,27,5,15
CLI405,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,153,2169,0,0,1,31,0,7
CLI406,0,0,0,0.0,1,0,2,0,1,0,0,0,3.0,0,0.0,0,155,1590,0,0,1,25,0,15
CLI407,0,0,0,0.0,1,3,0,0,1,1,0,0,2.0,0,0.0,0,223,2892,0,1,2,31,4,15
CLI408,0,0,0,0.0,1,2,1,1,1,1,0,0,3.0,0,0.0,0,222,2015,0,0,1,32,0,7
CLI409,0,0,0,0.0,1,3,3,0,1,1,0,0,3.0,0,0.0,0,211,1818,0,0,1,27,0,3
CLI410,0,0,0,0.0,1,1,0,1,1,1,0,0,2.0,0,0.0,0,217,4720,0,1,2,32,6,15
CLI411,0,0,0,0.0,1,2,0,1,1,1,0,0,2.0,1,0.0,0,22,2015,20837,0,1,29,0,15
CLI412,0,0,0,0.0,1,2,0,0,1,0,0,1,3.0,0,0.0,0,187,2169,0,1,1,26,4,15
CLI413,0,0,0,0.0,1,3,0,0,1,0,0,0,3.0,0,0.0,0,199,1590,0,1,2,32,3,15
CLI414,0,0,0,0.0,1,2,0,1,1,1,0,1,2.0,0,0.0,0,218,1376,0,1,1,29,3,15
CLI415,0,0,0,0.0,1,2,3,0,1,1,0,0,1.0,0,0.0,0,208,2456,0,0,2,20,0,3
CLI416,0,0,0,0.0,1,2,0,1,1,1,0,0,3.0,0,0.0,0,215,2015,0,0,2,18,0,15
CLI417,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,22,1376,0,0,1,26,0,19
CLI418,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,197,1590,11791,0,1,61,0,15
CLI419,0,0,0,0.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,202,2892,0,1,2,21,4,15
CLI420,0,0,0,0.0,1,3,0,0,1,0,0,0,2.0,0,0.0,0,219,1376,0,0,2,27,0,11
CLI421,0,0,0,0.0,1,2,0,0,1,1,0,0,3.0,0,0.0,0,219,2015,0,0,1,30,0,7
CLI422,0,0,0,0.0,1,2,0,1,1,1,0,0,2.0,0,3.0,1,217,3850,0,1,1,31,5,11
CLI423,0,0,0,0.0,1,0,0,1,1,1,0,0,3.0,0,0.0,0,209,2892,0,1,1,30,4,15
CLI424,0,0,0,0.0,1,0,3,0,1,0,0,1,3.0,0,0.0,0,162,2385,0,1,0,28,4,15
CLI425,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,208,1376,0,0,2,21,0,0
CLI426,0,0,0,0.0,1,3,2,0,1,0,0,0,2.0,0,0.0,0,22,2594,0,0,1,25,0,9
CLI427,0,0,0,0.0,1,2,0,1,1,0,0,1,2.0,0,0.0,0,185,2169,0,0,1,25,0,12
CLI428,0,0,0,0.0,1,0,0,1,1,1,0,0,3.0,0,0.0,0,21,2892,0,1,1,19,4,1
CLI429,0,0,0,0.0,1,2,0,0,1,1,0,1,2.0,0,0.0,0,209,2892,0,1,2,30,4,15
CLI430,0,0,0,0.0,1,3,2,0,1,0,0,0,1.0,0,0.0,0,207,2594,0,0,2,18,0,9
CLI431,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,181,1590,0,1,1,21,3,15
CLI432,0,0,0,0.0,1,2,0,1,2,1,0,1,1.0,0,0.0,0,21,1376,0,0,1,22,0,7
CLI433,0,0,0,0.0,1,0,3,1,0,0,0,0,2.0,0,0.0,0,194,1590,0,0,2,18,0,9
CLI434,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,144,2031,0,0,1,31,0,3
CLI435,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,222,1674,0,1,2,21,3,15
CLI436,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,202,1376,0,1,1,25,3,7
CLI437,0,0,0,0.0,1,0,0,1,2,0,0,0,3.0,0,0.0,0,143,1590,0,0,1,21,0,15
CLI438,0,0,0,0.0,1,0,0,1,1,0,0,0,2.0,0,0.0,0,219,2594,0,0,2,27,0,15
CLI439,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,217,2594,0,0,1,28,0,4
CLI440,0,0,0,0.0,1,2,0,1,1,0,0,1,3.0,0,0.0,1,183,2169,0,0,2,19,0,15
