CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;COSTE_VENTA;km_anno;Revisiones;Edad Cliente
CLIX161;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Castellon;NO;NO;SI;NA;NO DATA;No;NO;2169;0;0;28
CLIX162;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;No;NO;2031;0;1;32
CLIX163;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Valencia;NO;NO;SI;NA;NO DATA;No;NO;2169;0;0;22
CLIX164;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;SI;NA;NO DATA;No;NO;1590;0;1;21
CLIX165;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;SI;NA;NO DATA;No;NO;2169;0;0;27
CLIX166;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;No;SI;2031;0;1;22
CLIX167;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Funcionario;Malaga;NO;NO;SI;NA;NO DATA;No;NO;3254;0;0;30
CLIX168;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Cantabria;SI;NO;SI;NA;NO DATA;No;NO;2385;0;0;22
CLIX169;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Baleares;SI;NO;NO;NA;NO DATA;No;NO;1590;0;1;25
CLIX170;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;31
CLIX171;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;SI;NA;NO DATA;No;NO;2611;0;0;30
CLIX172;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Baleares;SI;NO;SI;NA;NO DATA;No;NO;2169;0;1;19
CLIX173;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;18
CLIX174;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Castellon;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;30
CLIX175;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Funcionario;Zaragoza;SI;NO;SI;NA;NO DATA;No;NO;2385;0;1;21
CLIX176;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Alicante;SI;NO;SI;NA;NO DATA;No;NO;4674;0;1;30
CLIX177;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Gerona;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;31
CLIX178;A;TIPO1;FUEL 1;Baja;M;Contado;EN PAREJA;F;Empresa;Ciudad Real;NO;NO;SI;NA;NO DATA;No;NO;2385;0;1;31
CLIX179;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;No;NO;2031;0;0;18
CLIX180;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Alicante;NO;NO;NO;NA;NO DATA;No;NO;1590;0;0;32
CLIX181;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;NA;NO DATA;No;NO;1590;0;0;31
CLIX182;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Funcionario;Salamanca;SI;NO;SI;NA;NO DATA;No;NO;1590;0;0;18
CLIX183;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;SI;NA;NO DATA;No;NO;3254;0;0;28
CLIX184;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Gerona;SI;NO;SI;NA;NO DATA;No;NO;1590;0;1;30
CLIX185;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Valladolid;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;31
CLIX186;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Valencia;NO;NO;SI;NA;NO DATA;No;NO;2169;0;0;31
CLIX187;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;20
CLIX188;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;2385;0;0;18
CLIX189;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Cordoba;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;22
CLIX190;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Valencia;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;32
CLIX191;A;TIPO1;FUEL 1;Baja;A;Contado;CASADO;F;Empresa;Vizcaya;SI;NO;NO;Alto;SI;No;NO;2892;15565;2;62
CLIX192;A;TIPO1;FUEL 1;Baja;A;Financiera Marca;CASADO;F;Empresa;Baleares;SI;NO;SI;Medio;NO DATA;No;NO;2892;0;1;23
CLIX193;A;TIPO1;FUEL 1;Baja;A;Financiera Marca;CASADO;F;Funcionario;Las Palmas;SI;NO;NO;Medio;NO DATA;No;NO;2456;0;2;31
CLIX194;A;TIPO1;FUEL 1;Baja;A;Otros;SOLTERO;F;Empresa;Pontevedra;NO;NO;NO;NA;NO DATA;Averia grave;NO;1376;0;1;30
CLIX195;A;TIPO1;FUEL 1;Baja;A;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;2015;13017;1;50
CLIX196;A;TIPO1;FUEL 1;Baja;A;Financiera Marca;CASADO;F;Empresa;Alicante;SI;NO;NO;NA;NO DATA;Averia grave;NO;3850;0;1;31
CLIX197;A;TIPO1;FUEL 1;Baja;A;Contado;SOLTERO;M;Empresa;Guadalajara;NO;NO;NO;Alto;NO DATA;No;NO;1376;0;1;24
CLIX198;A;TIPO1;FUEL 1;Baja;A;Contado;SOLTERO;F;Empresa;Las Palmas;SI;NO;NO;Alto;NO DATA;No;NO;3875;0;2;23
CLIX199;A;TIPO1;FUEL 1;Baja;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Alto;NO DATA;Averia leve;NO;1376;0;2;19
CLIX200;A;TIPO1;FUEL 1;Baja;A;Financiera Marca;CASADO;M;Autonomo;Alicante;NO;NO;NO;NA;NO DATA;No;NO;920;0;1;23
CLIX201;A;TIPO1;FUEL 1;Baja;A;Financiera Marca;SOLTERO;M;Empresa;Barcelona;SI;NO;SI;Medio;NO DATA;No;NO;2385;0;2;23
CLIX202;A;TIPO1;FUEL 1;Baja;A;Financiera Marca;CASADO;M;Empresa;Las Palmas;SI;NO;NO;Alto;NO DATA;No;NO;2670;0;1;26
CLIX203;A;TIPO1;FUEL 1;Baja;A;Otros;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;No;NO;2031;0;1;18
CLIX204;A;TIPO1;FUEL 1;Baja;A;Contado;CASADO;F;Empresa;Baleares;SI;NO;NO;Alto;NO DATA;No;NO;3213;0;1;30
CLIX205;A;TIPO1;FUEL 1;Baja;A;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;31
CLIX206;A;TIPO1;FUEL 1;Baja;A;Contado;CASADO;M;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;2385;0;0;18
CLIX207;A;TIPO1;FUEL 1;Baja;A;Otros;SOLTERO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;No;NO;2031;0;1;28
CLIX208;A;TIPO1;FUEL 1;Baja;A;Otros;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;No;NO;2031;0;1;19
CLIX209;A;TIPO1;FUEL 1;Baja;A;Contado;SOLTERO;F;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2385;0;0;28
CLIX210;A;TIPO1;FUEL 1;Baja;A;Financiera Marca;SOLTERO;M;Empresa;Alava;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;23
CLIX211;A;TIPO1;FUEL 1;Baja;A;Contado;SOLTERO;M;Empresa;Salamanca;NO;NO;NO;NA;NO DATA;No;NO;1590;0;0;26
CLIX212;A;TIPO1;FUEL 1;Baja;A;Financiera Marca;OTROS;M;Empresa;Barcelona;SI;NO;SI;NA;NO DATA;No;NO;2169;0;0;24
CLIX213;A;TIPO1;FUEL 1;Baja;A;Contado;SOLTERO;F;Empresa;Burgos;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;32
CLIX214;A;TIPO1;FUEL 1;Baja;A;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;SI;NA;NO DATA;No;NO;2169;0;0;22
CLIX215;A;TIPO1;FUEL 1;Baja;A;Financiera Marca;CASADO;F;Empresa;Valencia;SI;NO;SI;NA;NO DATA;No;NO;1590;0;0;26
CLIX216;A;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Malaga;SI;NO;NO;Medio;SI;Averia muy grave;SI;1376;766;1;62
CLIX217;A;TIPO1;FUEL 1;Media;M;Contado;EN PAREJA;M;Empresa;Huesca;SI;NO;NO;Medio-Bajo;SI;No;NO;4720;31641;2;53
CLIX218;A;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Lerida;SI;NO;NO;Alto;NO DATA;No;NO;2015;0;1;32
CLIX219;A;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;4720;0;2;28
CLIX220;A;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Valencia;SI;NO;NO;NA;SI;Averia muy grave;SI;2777;20066;1;39
CLIX221;A;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Alicante;SI;NO;NO;Medio-Bajo;NO DATA;No;SI;3233;0;2;28
CLIX222;A;TIPO1;FUEL 1;Media;M;Financiera Banco;OTROS;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1590;0;1;29
CLIX223;A;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;No;NO;2031;0;2;30
CLIX224;A;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;1376;7701;2;43
CLIX225;A;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Medio;NO DATA;No;NO;4082;0;1;31
CLIX226;A;TIPO1;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Funcionario;Las Palmas;SI;NO;NO;Alto;NO DATA;No;NO;2456;0;1;26
CLIX227;A;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;2015;0;2;32
CLIX228;A;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;4720;0;2;20
CLIX229;A;TIPO1;FUEL 1;Media;M;Financiera Marca;SOLTERO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Medio;NO DATA;No;NO;4833;0;2;30
CLIX230;A;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Vizcaya;NO;NO;SI;NA;NO DATA;No;NO;2169;0;0;21
CLIX231;A;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Pontevedra;NO;NO;SI;NA;NO DATA;No;NO;2169;0;2;21
CLIX232;A;TIPO1;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2169;0;2;18
CLIX233;A;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Guadalajara;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;22
CLIX234;A;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Sevilla;NO;NO;NO;NA;NO DATA;No;NO;1590;0;1;20
CLIX235;A;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;2169;0;0;28
CLIX236;A;TIPO1;FUEL 1;Media;M;Financiera Marca;EN PAREJA;M;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;2169;0;0;29
CLIX237;A;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;SI;NA;NO DATA;No;NO;2169;0;1;25
CLIX238;A;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;3233;0;1;20
CLIX239;A;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;Averia leve;NO;4720;0;2;24
CLIX240;A;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;2594;0;1;31
CLIX241;A;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Medio;NO DATA;Averia leve;NO;1376;0;1;22
CLIX242;A;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Sevilla;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;3850;0;1;19
CLIX243;A;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Lacoruna;NO;NO;SI;NA;NO DATA;No;NO;2385;0;1;24
CLIX244;A;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Empresa;Madrid;SI;NO;SI;NA;NO DATA;No;NO;1590;0;1;26
CLIX245;A;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Valencia;NO;NO;SI;NA;NO DATA;No;NO;2169;0;0;29
CLIX246;A;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Pontevedra;SI;NO;NO;Medio-Bajo;SI;No;NO;1590;26823;2;55
CLIX247;A;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;25
CLIX248;A;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Guipuzcua;NO;NO;SI;NA;NO DATA;No;NO;2385;0;0;30
CLIX249;A;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;2169;0;0;30
CLIX250;A;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Cordoba;NO;NO;SI;NA;NO DATA;No;NO;2169;0;1;25
CLIX251;A;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;2892;0;1;19
CLIX252;A;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Pontevedra;SI;NO;SI;Otros;NO DATA;Averia muy grave;SI;4082;0;1;21
CLIX253;A;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Empresa;Barcelona;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2169;0;1;29
CLIX254;A;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Jaen;NO;NO;SI;NA;NO DATA;Averia muy grave;SI;2169;0;1;32
CLIX255;A;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2169;0;1;21
CLIX256;A;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;SI;NA;SI;No;NO;5421;62534;1;50
CLIX257;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Zaragoza;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1590;0;2;18
CLIX258;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Baleares;SI;NO;SI;Medio-Bajo;NO DATA;Averia leve;NO;2169;0;1;32
CLIX259;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;920;4854;2;53
CLIX260;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2208;10238;1;40
CLIX261;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Malaga;NO;NO;NO;Alto;SI;Averia grave;NO;1376;4861;1;58
CLIX262;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Alicante;NO;NO;NO;Medio-Bajo;NO DATA;Averia leve;NO;920;0;1;21
CLIX263;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Alicante;SI;NO;NO;NA;NO DATA;Averia muy grave;SI;1590;0;1;28
CLIX264;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Cadiz;NO;NO;NO;Medio;NO DATA;No;NO;1376;0;2;19
CLIX265;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Cadiz;NO;NO;SI;Alto;NO DATA;Averia muy grave;SI;2169;0;1;28
CLIX266;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Badajoz;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2892;4866;2;32
CLIX267;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Albacete;NO;NO;NO;Alto;NO DATA;No;NO;920;0;1;29
CLIX268;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Medio;NO DATA;No;NO;920;0;2;28
CLIX269;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Castellon;NO;NO;SI;NA;NO DATA;No;SI;2169;0;1;23
CLIX270;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio;NO DATA;No;NO;1590;0;2;31
CLIX271;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;No;NO;1376;0;2;23
CLIX272;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Autonomo;Cordoba;NO;NO;NO;Alto;NO DATA;No;NO;920;0;0;20
CLIX273;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;NO DATA;No;NO;3213;0;2;22
CLIX274;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Guipuzcua;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2015;0;1;28
CLIX275;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Guipuzcua;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2169;0;0;18
CLIX276;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Sevilla;NO;NO;NO;Alto;NO DATA;No;NO;3213;0;1;24
CLIX277;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;NO;NO;SI;Alto;NO DATA;No;NO;2169;0;1;18
CLIX278;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Murcia;NO;NO;NO;Alto;NO DATA;No;NO;1590;0;0;23
CLIX279;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Murcia;NO;NO;NO;NA;NO DATA;No;NO;1590;0;0;21
CLIX280;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Badajoz;NO;NO;NO;NA;NO DATA;No;NO;1590;0;0;28
CLIX281;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Alava;NO;NO;NO;NA;NO DATA;Averia leve;NO;1590;0;0;19
CLIX282;B;TIPO6;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;SI;NO;NO;Medio-Bajo;SI;No;NO;2464;10237;2;55
CLIX283;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Baleares;NO;NO;NO;Alto;NO DATA;No;NO;1750;0;2;37
CLIX284;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;Averia grave;NO;3453;0;2;56
CLIX285;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Toledo;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;1750;14212;2;62
CLIX286;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Vizcaya;SI;NO;NO;Alto;SI;No;NO;2464;11103;2;38
CLIX287;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Murcia;NO;NO;NO;Medio-Bajo;SI;No;NO;2118;16480;2;62
CLIX288;B;TIPO6;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Lacoruna;NO;NO;NO;NA;SI;Averia muy grave;SI;1750;13136;2;57
CLIX289;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;1750;18663;1;54
CLIX290;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;SI;Medio-Bajo;SI;No;NO;1750;26144;2;48
CLIX291;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;2464;16984;1;38
CLIX292;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;1750;19981;2;60
CLIX293;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;1654;0;1;67
CLIX294;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;M;Funcionario;Cordoba;NO;NO;NO;Medio;SI;No;NO;1750;7885;1;62
CLIX295;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio-Bajo;SI;No;NO;2464;16908;1;40
CLIX296;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Orense;SI;NO;NO;Medio;SI;No;NO;2528;11481;1;31
CLIX297;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Navarra;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;2464;8370;2;38
CLIX298;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;1750;11030;1;41
CLIX299;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Murcia;NO;NO;NO;Alto;SI;No;NO;1750;21138;1;41
CLIX300;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;1654;12593;1;69
CLIX301;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;5076;14836;2;39
CLIX302;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Castellon;NO;NO;NO;Alto;SI;Averia muy grave;SI;1750;7419;2;41
CLIX303;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;2464;0;1;70
CLIX304;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Las Palmas;NO;NO;NO;Alto;SI;No;NO;1654;20053;1;57
CLIX305;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Valencia;SI;NO;NO;Medio;NO DATA;No;NO;2832;0;2;58
CLIX306;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;4005;5974;2;59
CLIX307;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Zaragoza;NO;NO;NO;Medio;SI;No;NO;2118;6290;2;51
CLIX308;B;TIPO6;FUEL 1;Media;M;Financiera Marca;SOLTERO;F;Empresa;Valladolid;SI;NO;NO;Medio;SI;No;NO;4304;5002;1;53
CLIX309;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Pontevedra;NO;NO;NO;NA;SI;No;NO;2118;6020;2;45
CLIX310;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Cordoba;NO;NO;NO;Medio-Bajo;SI;No;NO;1750;8356;1;50
CLIX311;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;2832;21927;2;48
CLIX312;B;TIPO6;FUEL 1;Media;M;Contado;OTROS;F;Empresa;Alicante;NO;NO;NO;Medio;SI;No;SI;1750;17140;2;49
CLIX313;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;2118;12238;1;47
CLIX314;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Alto;SI;No;SI;2118;6285;2;50
CLIX315;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;2118;8381;1;27
CLIX316;B;TIPO6;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Valencia;SI;NO;NO;Medio;SI;No;NO;2464;26482;2;53
CLIX317;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio;SI;No;NO;2118;2013;1;50
CLIX318;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Alicante;SI;NO;NO;Medio-Bajo;SI;No;NO;4005;8265;2;49
CLIX319;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;F;Funcionario;Almeria;NO;NO;NO;Alto;NO DATA;No;NO;1750;0;2;40
CLIX320;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Vizcaya;NO;NO;NO;Medio;SI;Averia muy grave;SI;1750;16172;1;55
CLIX321;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Navarra;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2118;0;2;31
CLIX322;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Valladolid;NO;NO;NO;Medio;SI;No;NO;1750;8152;2;54
CLIX323;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Castellon;NO;NO;SI;NA;NO DATA;Averia muy grave;SI;3242;0;1;40
